Pieza	Peso	Largo	Calibre	Calidad
2264	4.325	0.635	4.0-4.5	Premium
2265	4.1		4.0-4.5	Premium
2266	4.21	0.6858	4.0-4.5	Premium
2267	4.29	0.635	4.0-4.5	Premium
2268	4.15		4.0-4.5	Premium
2269	4.25		4.0-4.5	Premium
2270	4.09	0.6096	4.0-4.5	Premium
2271	4.4		4.0-4.5	Premium
2272	4.33	0.6604	4.0-4.5	Premium
2273	4.05		4.0-4.5	Premium
2274	4.3		4.0-4.5	Premium
2275	4.3		4.0-4.5	Premium
2276	4.03	0.6858	4.0-4.5	Premium
2277	4.095	0.635	4.0-4.5	Premium
2278	4.055	0.635	4.0-4.5	Premium
2279	4.275	0.6604	4.0-4.5	Premium
2280	4.31	0.6096	4.0-4.5	Premium
2281	4.355	0.7112	4.0-4.5	Premium
2282	4.025	0.635	4.0-4.5	Premium
2283	4.455	0.635	4.0-4.5	Premium
2284	4.425	0.7112	4.0-4.5	Premium
2285	4.485	0.6858	4.0-4.5	Premium
2286	4.17	0.6604	4.0-4.5	Premium
2287	4.255	0.6604	4.0-4.5	Premium
2288	4.3	0.635	4.0-4.5	Premium
2289	4.385	0.6604	4.0-4.5	Premium
2290	4.235	0.6604	4.0-4.5	Premium
2291	4.49	0.6858	4.0-4.5	Premium
2292	4.465	0.6604	4.0-4.5	Premium
2293	4.14	0.635	4.0-4.5	Premium
2294	4.46	0.635	4.0-4.5	Premium
2295	4.175	0.6604	4.0-4.5	Premium
2296	4.445	0.6604	4.0-4.5	Premium
2297	4.055	0.6604	4.0-4.5	Premium
2298	4.265	0.6604	4.0-4.5	Premium
2299	4.315	0.6604	4.0-4.5	Premium
2300	4.285	0.635	4.0-4.5	Premium
2301	4.205	0.6604	4.0-4.5	Premium
2302	4.225	0.6604	4.0-4.5	Premium
2303	4.225	0.2286	4.0-4.5	Premium
2304	4.465	0.6604	4.0-4.5	Premium
2305	4.5	0.6858	4.0-4.5	Premium
2306	4.285	0.635	4.0-4.5	Premium
2307	4.275	0.635	4.0-4.5	Premium
2308	4.415	0.6858	4.0-4.5	Premium
2309	4.02	0.4318	4.0-4.5	Premium
2310	4.385	0.635	4.0-4.5	Premium
2311	4.03	0.635	4.0-4.5	Premium
2312	4.255	0.6858	4.0-4.5	Premium
2313	4.355	0.6604	4.0-4.5	Premium
2314	4.48	0.635	4.0-4.5	Premium
2315	4.25	0.6096	4.0-4.5	Premium
2316	4.265	0.6604	4.0-4.5	Premium
2317	4.17	0.6858	4.0-4.5	Premium
2318	4.335	0.635	4.0-4.5	Premium
2319	4.29	0.635	4.0-4.5	Premium
2320	4.49	0.6604	4.0-4.5	Premium
2321	4.085	0.6858	4.0-4.5	Premium
2322	4.33	0.635	4.0-4.5	Premium
2323	4.4	0.6858	4.0-4.5	Premium
2324	4.49	0.6604	4.0-4.5	Premium
2325	4.4	0.6604	4.0-4.5	Premium
2326	4.175	0.6858	4.0-4.5	Premium
2327	4.46	0.6604	4.0-4.5	Premium
2328	4.44	0.635	4.0-4.5	Premium
2329	4.475	0.6858	4.0-4.5	Premium
2330	4.33	0.635	4.0-4.5	Premium
2331	4.06	0.6604	4.0-4.5	Premium
2332	4.38	0.635	4.0-4.5	Premium
2333	4.125	0.6604	4.0-4.5	Premium
2334	4.025	0.635	4.0-4.5	Premium
2335	4.32	0.6604	4.0-4.5	Premium
2336	4.295	0.6858	4.0-4.5	Premium
2337	4.36	0.6858	4.0-4.5	Premium
2338	4.34	0.635	4.0-4.5	Premium
2339	4.495	0.6858	4.0-4.5	Premium
2340	4.225	0.6604	4.0-4.5	Premium
2341	4.26	0.6096	4.0-4.5	Premium
2342	4.175	0.6858	4.0-4.5	Premium
2343	4.21	0.6604	4.0-4.5	Premium
2344	4.5	0.7112	4.0-4.5	Premium
2345	4.5	0.6604	4.0-4.5	Premium
2346	4.075	0.6604	4.0-4.5	Premium
2347	4.27	0.6604	4.0-4.5	Premium
2348	4.325	0.635	4.0-4.5	Premium
2349	4.13	0.635	4.0-4.5	Premium
2350	4.495	0.635	4.0-4.5	Premium
2351	4.43	0.7112	4.0-4.5	Premium
2352	4.38	0.6604	4.0-4.5	Premium
2353	4.11	0.635	4.0-4.5	Premium
2354	4.38	0.6858	4.0-4.5	Premium
2355	4.265	0.6858	4.0-4.5	Premium
2356	4.43	0.6858	4.0-4.5	Premium
2357	4.24	0.6604	4.0-4.5	Premium
2358	4.01	0.635	4.0-4.5	Premium
2359	4.435	0.6604	4.0-4.5	Premium
2360	4.195	0.6604	4.0-4.5	Premium
2361	4.325	0.635	4.0-4.5	Premium
2362	4.415	0.6858	4.0-4.5	Premium
2363	4.4	0.6604	4.0-4.5	Premium
2364	4.465	0.6858	4.0-4.5	Premium
2365	4.48	0.6858	4.0-4.5	Premium
2366	4.415	0.6604	4.0-4.5	Premium
2367	4.415	0.6604	4.0-4.5	Premium
2368	4.17	0.635	4.0-4.5	Premium
2369	4.35	0.6604	4.0-4.5	Premium
2370	4.33	0.635	4.0-4.5	Premium
2371	4.4	0.6604	4.0-4.5	Premium
2372	4.44	0.635	4.0-4.5	Premium
2373	4.395	0.6604	4.0-4.5	Premium
2374	4.255	0.2794	4.0-4.5	Premium
2375	4.41	0.6604	4.0-4.5	Premium
2376	4.365	0.6096	4.0-4.5	Premium
2377	4.105	0.635	4.0-4.5	Premium
2378	4.235	0.635	4.0-4.5	Premium
2379	4.485	0.6604	4.0-4.5	Premium
2380	4.145	0.6604	4.0-4.5	Premium
2381	4.38	0.6858	4.0-4.5	Premium
2382	4.05	0.635	4.0-4.5	Premium
2383	4.345	0.635	4.0-4.5	Premium
2384	4.475	0.635	4.0-4.5	Premium
2385	4.32	0.6858	4.0-4.5	Premium
2386	4.23	0.635	4.0-4.5	Premium
2387	4.095	0.635	4.0-4.5	Premium
2388	4.325	0.6858	4.0-4.5	Premium
2389	4.09	0.635	4.0-4.5	Premium
2390	4.18	0.6604	4.0-4.5	Premium
2391	4.455	0.635	4.0-4.5	Premium
2392	4.205	0.635	4.0-4.5	Premium
2393	4.29	0.6604	4.0-4.5	Premium
2394	4.33	0.6096	4.0-4.5	Premium
2395	4.455	0.635	4.0-4.5	Premium
2396	4.265	0.635	4.0-4.5	Premium
2397	4.495	0.6858	4.0-4.5	Premium
2398	4.36	0.6858	4.0-4.5	Premium
2399	4.445	0.6604	4.0-4.5	Premium
2400	4.12	0.6604	4.0-4.5	Premium
2401	4.45	0.6604	4.0-4.5	Premium
2402	4.295	0.6604	4.0-4.5	Premium
2403	4.245	0.6604	4.0-4.5	Premium
2404	4.23	0.635	4.0-4.5	Premium
2405	4.275	0.635	4.0-4.5	Premium
2406	4.34	0.6604	4.0-4.5	Premium
2407	4.47	0.6604	4.0-4.5	Premium
2408	4.005	0.635	4.0-4.5	Premium
2409	4.185	0.635	4.0-4.5	Premium
2410	4.215	0.6096	4.0-4.5	Premium
2411	4.455	0.6604	4.0-4.5	Premium
2412	4.415	0.635	4.0-4.5	Premium
2413	4.34	0.635	4.0-4.5	Premium
2414	4.255	0.635	4.0-4.5	Premium
2415	4.485	0.6604	4.0-4.5	Premium
2416	4.35	0.7112	4.0-4.5	Premium
2417	4.445	0.6604	4.0-4.5	Premium
2418	4.43	0.6604	4.0-4.5	Premium
2419	4.39	0.6858	4.0-4.5	Premium
2420	4.27	0.635	4.0-4.5	Premium
2421	4.04	0.762	4.0-4.5	Premium
2422	4.345	0.635	4.0-4.5	Premium
2423	4.4	0.6604	4.0-4.5	Premium
2424	4.455	0.6604	4.0-4.5	Premium
2425	4.05	0.635	4.0-4.5	Premium
2426	4.3	0.6604	4.0-4.5	Premium
2427	4.375	0.6604	4.0-4.5	Premium
2428	4.205	0.635	4.0-4.5	Premium
2429	4.455	0.6096	4.0-4.5	Premium
2430	4.195	0.635	4.0-4.5	Premium
2431	4.24	0.6604	4.0-4.5	Premium
2432	4.24	0.6604	4.0-4.5	Premium
2433	4.2	0.635	4.0-4.5	Premium
2434	4.005	0.6604	4.0-4.5	Premium
2435	4.14	0.6604	4.0-4.5	Premium
2436	4.365	0.635	4.0-4.5	Premium
2437	4.005	0.635	4.0-4.5	Premium
2438	4.165	0.6858	4.0-4.5	Premium
2439	4.325	0.6604	4.0-4.5	Premium
2440	4.455	0.6858	4.0-4.5	Premium
2441	4.06	0.6604	4.0-4.5	Premium
2442	4.08	0.6604	4.0-4.5	Premium
2443	4.355	0.6604	4.0-4.5	Premium
2444	4.075	0.6604	4.0-4.5	Premium
2445	4.495	0.6858	4.0-4.5	Premium
2446	4.495	0.7112	4.0-4.5	Premium
2447	4.225	0.6604	4.0-4.5	Premium
2448	4.07	0.6604	4.0-4.5	Premium
2449	4.22	0.6858	4.0-4.5	Premium
2450	4.17	0.6604	4.0-4.5	Premium
2451	4.325	0.6858	4.0-4.5	Premium
2452	4.075	0.635	4.0-4.5	Premium
2453	4.125	0.6604	4.0-4.5	Premium
2454	4.31	0.6604	4.0-4.5	Premium
2455	4.245	0.6604	4.0-4.5	Premium
2456	4.31	0.6604	4.0-4.5	Premium
2457	4.275	0.7112	4.0-4.5	Premium
2458	4.445	0.6604	4.0-4.5	Premium
2459	4.25	0.6604	4.0-4.5	Premium
2460	4.215	0.6858	4.0-4.5	Premium
2461	4.445	0.6858	4.0-4.5	Premium
2462	4.13	0.6604	4.0-4.5	Premium
2463	4.375	0.6604	4.0-4.5	Premium
2464	4.425	0.6604	4.0-4.5	Premium
2465	4.29	0.6858	4.0-4.5	Premium
2466	4.14	0.6604	4.0-4.5	Premium
2467	4.125	0.6604	4.0-4.5	Premium
2468	4.39	0.6604	4.0-4.5	Premium
2469	4.055	0.6604	4.0-4.5	Premium
2470	4.06	0.6604	4.0-4.5	Premium
2471	4.14	0.6604	4.0-4.5	Premium
2472	4.39	0.6858	4.0-4.5	Premium
2473	4.465	0.6604	4.0-4.5	Premium
2474	4.03	0.6604	4.0-4.5	Premium
2475	4.305	0.635	4.0-4.5	Premium
2476	4.22	0.6604	4.0-4.5	Premium
2477	4.21	0.635	4.0-4.5	Premium
2478	4.455	0.6604	4.0-4.5	Premium
2479	4.405	0.6096	4.0-4.5	Premium
2480	4.5	0.6858	4.0-4.5	Premium
2481	4.255	0.635	4.0-4.5	Premium
2482	4.325	0.635	4.0-4.5	Premium
2483	4.44	0.6858	4.0-4.5	Premium
2484	4.41	0.6604	4.0-4.5	Premium
2485	4.375	0.6096	4.0-4.5	Premium
2486	4.25	0.6604	4.0-4.5	Premium
2487	4.05	0.635	4.0-4.5	Premium
2488	4.33	0.6858	4.0-4.5	Premium
2489	4.02	0.635	4.0-4.5	Premium
2490	4.155	0.6604	4.0-4.5	Premium
2491	4.16	0.635	4.0-4.5	Premium
2492	4.495	0.6858	4.0-4.5	Premium
2493	4.015	0.6096	4.0-4.5	Premium
2494	4.49	0.6604	4.0-4.5	Premium
2495	4.155	0.6604	4.0-4.5	Premium
2496	4.45	0.635	4.0-4.5	Premium
2497	4.39	0.6604	4.0-4.5	Premium
2498	4.18	0.5842	4.0-4.5	Premium
2499	4.47	0.635	4.0-4.5	Premium
2500	4.24	0.6858	4.0-4.5	Premium
2501	4.45	0.635	4.0-4.5	Premium
2502	4.355	0.6604	4.0-4.5	Premium
2503	4.395	0.6604	4.0-4.5	Premium
2504	4.435	0.6604	4.0-4.5	Premium
2505	4.455	0.6604	4.0-4.5	Premium
2506	4.36	0.6858	4.0-4.5	Premium
2507	4.24	0.6604	4.0-4.5	Premium
2508	4.255	0.6604	4.0-4.5	Premium
2509	4.48	0.6604	4.0-4.5	Premium
2510	4.26	0.6604	4.0-4.5	Premium
2511	4.43	0.6096	4.0-4.5	Premium
2512	4.085	0.6604	4.0-4.5	Premium
2513	4.335	0.6604	4.0-4.5	Premium
2514	4.455	0.6604	4.0-4.5	Premium
2515	4.29	0.635	4.0-4.5	Premium
2516	4.275	0.6858	4.0-4.5	Premium
2517	4.37	0.6604	4.0-4.5	Premium
2518	4.055	0.6604	4.0-4.5	Premium
2519	4.435	0.6858	4.0-4.5	Premium
2520	4.155	0.635	4.0-4.5	Premium
2521	4.025	0.6604	4.0-4.5	Premium
2522	4	0.635	4.0-4.5	Premium
2523	4.475	0.7112	4.0-4.5	Premium
2524	4.295	0.6858	4.0-4.5	Premium
2525	4.325	0.6604	4.0-4.5	Premium
2526	4.44	0.635	4.0-4.5	Premium
2527	4.49	0.6604	4.0-4.5	Premium
2528	4.265	0.635	4.0-4.5	Premium
2529	4.09	0.635	4.0-4.5	Premium
2530	4.17	0.635	4.0-4.5	Premium
2531	4.42	0.6604	4.0-4.5	Premium
2532	4.22	0.635	4.0-4.5	Premium
2533	4.5	0.6604	4.0-4.5	Premium
2534	4.22	0.6096	4.0-4.5	Premium
2535	4.37	0.635	4.0-4.5	Premium
2536	4.115	0.635	4.0-4.5	Premium
2537	4.25	0.6858	4.0-4.5	Premium
2538	4.255	0.635	4.0-4.5	Premium
2539	4.23	0.6604	4.0-4.5	Premium
2540	4.11	0.6604	4.0-4.5	Premium
2541	4.045	0.6604	4.0-4.5	Premium
2542	4.33	0.6604	4.0-4.5	Premium
2543	4.33	0.6604	4.0-4.5	Premium
2544	4.4	0.635	4.0-4.5	Premium
2545	4.42	0.6604	4.0-4.5	Premium
2546	4.47	0.6604	4.0-4.5	Premium
2547	4.31	0.635	4.0-4.5	Premium
2548	4.205	0.6604	4.0-4.5	Premium
2549	4.315	0.635	4.0-4.5	Premium
2550	4.145	0.6858	4.0-4.5	Premium
2551	4.5	0.6604	4.0-4.5	Premium
2552	4.485	0.6604	4.0-4.5	Premium
2553	4.2	0.6096	4.0-4.5	Premium
2554	4.195	0.6604	4.0-4.5	Premium
2555	4.2	0.635	4.0-4.5	Premium
2556	4.495	0.635	4.0-4.5	Premium
2557	4.42	0.635	4.0-4.5	Premium
2558	4.155	0.635	4.0-4.5	Premium
2559	4.42	0.6604	4.0-4.5	Premium
2560	4.365	0.635	4.0-4.5	Premium
2561	4.375	0.6604	4.0-4.5	Premium
2562	4.255	0.635	4.0-4.5	Premium
2563	4.295	0.6604	4.0-4.5	Premium
2564	4.5	0.6858	4.0-4.5	Premium
2565	4.45	0.6096	4.0-4.5	Premium
2566	4.285	0.6604	4.0-4.5	Premium
2567	4.22	0.635	4.0-4.5	Premium
2568	4.02	0.6096	4.0-4.5	Premium
2569	4.06	0.6096	4.0-4.5	Premium
2570	4.5	0.7112	4.0-4.5	Premium
2571	4.5	0.6604	4.0-4.5	Premium
2572	4.26	0.6604	4.0-4.5	Premium
2573	4.305	0.635	4.0-4.5	Premium
2574	4.04	0.6096	4.0-4.5	Premium
2575	4.04	0.6604	4.0-4.5	Premium
2576	4.32	0.6858	4.0-4.5	Premium
2577	4.15	0.6858	4.0-4.5	Premium
2578	4.22	0.6604	4.0-4.5	Premium
2579	4.335	0.635	4.0-4.5	Premium
2580	4.48	0.6604	4.0-4.5	Premium
2581	4.405	0.6858	4.0-4.5	Premium
2582	4.2	0.6604	4.0-4.5	Premium
2583	4.295	0.6604	4.0-4.5	Premium
2584	4.41	0.6604	4.0-4.5	Premium
2585	4.17	0.6858	4.0-4.5	Premium
2586	4.14	0.6858	4.0-4.5	Premium
2587	4.01	0.635	4.0-4.5	Premium
2588	4.2	0.635	4.0-4.5	Premium
2589	4.335	0.6604	4.0-4.5	Premium
2590	4.26	0.635	4.0-4.5	Premium
2591	4.165	0.6604	4.0-4.5	Premium
2592	4.47	0.6604	4.0-4.5	Premium
2593	4.455	0.6604	4.0-4.5	Premium
2594	4.285	0.6604	4.0-4.5	Premium
2595	4.14	0.635	4.0-4.5	Premium
2596	4.43	0.6858	4.0-4.5	Premium
2597	4.36	0.6604	4.0-4.5	Premium
2598	4.09	0.635	4.0-4.5	Premium
2599	4.075	0.635	4.0-4.5	Premium
2600	4.25	0.635	4.0-4.5	Premium
2601	4.04	0.6604	4.0-4.5	Premium
2602	4.1	0.6604	4.0-4.5	Premium
2603	4.21	0.6604	4.0-4.5	Premium
2604	4.295	0.6858	4.0-4.5	Premium
2605	4.12	0.6604	4.0-4.5	Premium
2606	4.265	0.635	4.0-4.5	Premium
2607	4.365	0.6604	4.0-4.5	Premium
2608	4.11	0.6604	4.0-4.5	Premium
2609	4.445	0.6604	4.0-4.5	Premium
2610	4.305	0.635	4.0-4.5	Premium
2611	4.265	0.635	4.0-4.5	Premium
2612	4.39	0.635	4.0-4.5	Premium
2613	4.365	0.635	4.0-4.5	Premium
2614	4.025	0.6858	4.0-4.5	Premium
2615	4.025	0.6604	4.0-4.5	Premium
2616	4.395	0.6604	4.0-4.5	Premium
2617	4.23	0.6858	4.0-4.5	Premium
2618	4.25	0.6604	4.0-4.5	Premium
2619	4.185	0.635	4.0-4.5	Premium
2620	4.495	0.7112	4.0-4.5	Premium
2621	4.23	0.6858	4.0-4.5	Premium
2622	4.47	0.635	4.0-4.5	Premium
2623	4.455	0.6604	4.0-4.5	Premium
2624	4.445	0.6604	4.0-4.5	Premium
2625	4.35	0.6858	4.0-4.5	Premium
2626	4.36	0.6604	4.0-4.5	Premium
2627	4.3	0.6096	4.0-4.5	Premium
2628	4.245	0.6604	4.0-4.5	Premium
2629	4.36	0.635	4.0-4.5	Premium
2630	4.195	0.6604	4.0-4.5	Premium
2631	4.1	0.635	4.0-4.5	Premium
2632	4.125	0.635	4.0-4.5	Premium
2633	4.125	0.635	4.0-4.5	Premium
2634	4.045	0.635	4.0-4.5	Premium
2635	4.235	0.6604	4.0-4.5	Premium
2636	4.055	0.635	4.0-4.5	Premium
2637	4.41	0.6604	4.0-4.5	Premium
2638	4.195	0.635	4.0-4.5	Premium
2639	4.335	0.6604	4.0-4.5	Premium
2640	4.065	0.635	4.0-4.5	Premium
2641	4.42	0.635	4.0-4.5	Premium
2642	4.105	0.6096	4.0-4.5	Premium
2643	4.275	0.6096	4.0-4.5	Premium
2644	4.01	0.6604	4.0-4.5	Premium
2645	4.355	0.6604	4.0-4.5	Premium
2646	4.37	0.6604	4.0-4.5	Premium
2647	4.36	0.6858	4.0-4.5	Premium
2648	4.11	0.635	4.0-4.5	Premium
2649	4.12	0.6604	4.0-4.5	Premium
2650	4.395	0.635	4.0-4.5	Premium
2651	4.275	0.5842	4.0-4.5	Premium
2652	4.285	0.6604	4.0-4.5	Premium
2653	4.3	0.6604	4.0-4.5	Premium
2654	4.46	0.6858	4.0-4.5	Premium
2655	4.08	0.6604	4.0-4.5	Premium
2656	4.345	0.635	4.0-4.5	Premium
2657	4.32	0.6604	4.0-4.5	Premium
2658	4.13	0.6858	4.0-4.5	Premium
2659	4.355	0.6096	4.0-4.5	Premium
2660	4.445	0.6604	4.0-4.5	Premium
2661	4.455	0.635	4.0-4.5	Premium
2662	4.45	0.6604	4.0-4.5	Premium
2663	4.215	0.6858	4.0-4.5	Premium
2664	4.32	0.635	4.0-4.5	Premium
2665	4.395	0.635	4.0-4.5	Premium
2666	4.33	0.6096	4.0-4.5	Premium
2667	4.005	0.635	4.0-4.5	Premium
2668	4.1	0.635	4.0-4.5	Premium
2669	4.33	0.6604	4.0-4.5	Premium
2670	4.28	0.6604	4.0-4.5	Premium
2671	4.285	0.6604	4.0-4.5	Premium
2672	4.21	0.6604	4.0-4.5	Premium
2673	4.5	0.6604	4.0-4.5	Premium
2674	4.485	0.6096	4.0-4.5	Premium
2675	4.23	0.6858	4.0-4.5	Premium
2676	4.305	0.6604	4.0-4.5	Premium
2677	4.21	0.6604	4.0-4.5	Premium
2678	4.21	0.6858	4.0-4.5	Premium
2679	4.075	0.6604	4.0-4.5	Premium
2680	4.025	0.6604	4.0-4.5	Premium
2681	4.33	0.6604	4.0-4.5	Premium
2682	4.295	0.6604	4.0-4.5	Premium
2683	4.42	0.6604	4.0-4.5	Premium
2684	4.265	0.6604	4.0-4.5	Premium
2685	4.1	0.6604	4.0-4.5	Premium
2686	4.3	0.6604	4.0-4.5	Premium
2687	4.155	0.6604	4.0-4.5	Premium
2688	4.285	0.635	4.0-4.5	Premium
2689	4.03	0.6604	4.0-4.5	Premium
2690	4.365	0.6604	4.0-4.5	Premium
2691	4.005	0.6096	4.0-4.5	Premium
2692	4.175	0.6604	4.0-4.5	Premium
2693	4.49	0.635	4.0-4.5	Premium
2694	4.36	0.635	4.0-4.5	Premium
2695	4.22	0.6096	4.0-4.5	Premium
2696	4.37	0.635	4.0-4.5	Premium
2697	4.3	0.6096	4.0-4.5	Premium
2698	4.295	0.6858	4.0-4.5	Premium
2699	4.23	0.635	4.0-4.5	Premium
2700	4.135	0.5842	4.0-4.5	Premium
2701	4.35	0.635	4.0-4.5	Premium
2702	4.47	0.6604	4.0-4.5	Premium
2703	4.05	0.635	4.0-4.5	Premium
2704	4.41	0.635	4.0-4.5	Premium
2705	4.485	0.6604	4.0-4.5	Premium
2706	4.275	0.6096	4.0-4.5	Premium
2707	4.42	0.635	4.0-4.5	Premium
2708	4.375	0.635	4.0-4.5	Premium
2709	4.445	0.6096	4.0-4.5	Premium
2710	4.11	0.6096	4.0-4.5	Premium
2711	4.29	0.6604	4.0-4.5	Premium
2712	4.465	0.635	4.0-4.5	Premium
2713	4.19	0.635	4.0-4.5	Premium
2714	4.485	0.6604	4.0-4.5	Premium
2715	4.11	0.635	4.0-4.5	Premium
2716	4.125	0.6096	4.0-4.5	Premium
2717	4.185	0.6858	4.0-4.5	Premium
2718	4.115	0.5842	4.0-4.5	Premium
2719	4.21	0.6604	4.0-4.5	Premium
2720	4.465	0.6604	4.0-4.5	Premium
2721	4.055	0.6096	4.0-4.5	Premium
2722	4.275	0.6604	4.0-4.5	Premium
2723	4.385	0.635	4.0-4.5	Premium
2724	4.345	0.6096	4.0-4.5	Premium
2725	4.245	0.6604	4.0-4.5	Premium
2726	4.42	0.6604	4.0-4.5	Premium
2727	4.27	0.635	4.0-4.5	Premium
2728	4.49	0.6858	4.0-4.5	Premium
2729	4.145	0.6604	4.0-4.5	Premium
2730	4.405	0.5842	4.0-4.5	Premium
2731	4.35	0.6604	4.0-4.5	Premium
2732	4.35	0.635	4.0-4.5	Premium
2733	4.305	0.635	4.0-4.5	Premium
2734	4.29	0.635	4.0-4.5	Premium
2735	4.145	0.635	4.0-4.5	Premium
2736	4.4	0.635	4.0-4.5	Premium
2737	4.335	0.6858	4.0-4.5	Premium
2738	4.02	0.635	4.0-4.5	Premium
2739	4.255	0.6096	4.0-4.5	Premium
2740	4.035	0.6096	4.0-4.5	Premium
2741	4.32	0.6858	4.0-4.5	Premium
2742	4.425	0.5842	4.0-4.5	Premium
2743	4.14	0.6604	4.0-4.5	Premium
2744	4.425	0.6604	4.0-4.5	Premium
2745	4.125	0.635	4.0-4.5	Premium
2746	4.105	0.635	4.0-4.5	Premium
2747	4.195	0.6096	4.0-4.5	Premium
2748	4.07	0.6604	4.0-4.5	Premium
2749	4.21	0.6096	4.0-4.5	Premium
2750	4.015	0.635	4.0-4.5	Premium
2751	4.33	0.6604	4.0-4.5	Premium
2752	4.34	0.7112	4.0-4.5	Premium
2753	4.3	0.635	4.0-4.5	Premium
2754	4.11	0.635	4.0-4.5	Premium
2755	4.49	0.635	4.0-4.5	Premium
2756	4.015	0.635	4.0-4.5	Premium
2757	4.44	0.6604	4.0-4.5	Premium
2758	4.32	0.635	4.0-4.5	Premium
2759	4.485	0.635	4.0-4.5	Premium
2760	4.365	0.635	4.0-4.5	Premium
2761	4.5	0.6604	4.0-4.5	Premium
2762	4.47	0.6604	4.0-4.5	Premium
2763	4.5	0.6604	4.0-4.5	Premium
2764	4.195	0.635	4.0-4.5	Premium
2765	4.18	0.6604	4.0-4.5	Premium
2766	4.38	0.635	4.0-4.5	Premium
2767	4.355	0.6858	4.0-4.5	Premium
2768	4.46	0.6604	4.0-4.5	Premium
2769	4.2	0.6096	4.0-4.5	Premium
2770	4.115	0.6604	4.0-4.5	Premium
2771	4.355	0.6858	4.0-4.5	Premium
2772	4.015	0.635	4.0-4.5	Premium
2773	4.4	0.6604	4.0-4.5	Premium
2774	4.17	0.635	4.0-4.5	Premium
2775	4.035	0.5842	4.0-4.5	Premium
2776	4.045	0.635	4.0-4.5	Premium
2777	4.49	0.635	4.0-4.5	Premium
2778	4.145	0.6604	4.0-4.5	Premium
2779	4.43	0.635	4.0-4.5	Premium
2780	4.37	0.6096	4.0-4.5	Premium
2781	4.395	0.6096	4.0-4.5	Premium
2782	4.32	0.635	4.0-4.5	Premium
2783	4.265	0.6604	4.0-4.5	Premium
2784	4.26	0.6096	4.0-4.5	Premium
2785	4.12	0.5842	4.0-4.5	Premium
2786	4.205	0.6604	4.0-4.5	Premium
2787	4.31	0.6604	4.0-4.5	Premium
2788	4.21	0.6096	4.0-4.5	Premium
2789	4.38	0.635	4.0-4.5	Premium
2790	4.43	0.635	4.0-4.5	Premium
2791	4.165	0.5842	4.0-4.5	Premium
2792	4.42	0.6096	4.0-4.5	Premium
2793	4.335	0.635	4.0-4.5	Premium
2794	4.055	0.6096	4.0-4.5	Premium
2795	4.455	0.6604	4.0-4.5	Premium
2796	4.32	0.635	4.0-4.5	Premium
2797	4.22	0.635	4.0-4.5	Premium
2798	4.03	0.6858	4.0-4.5	Premium
2799	4.395	0.6858	4.0-4.5	Premium
2800	4.315	0.6604	4.0-4.5	Premium
2801	4.3	0.6096	4.0-4.5	Premium
2802	4.015	0.6604	4.0-4.5	Premium
2803	4.15	0.6604	4.0-4.5	Premium
2804	4.275	0.6604	4.0-4.5	Premium
2805	4.4	0.6858	4.0-4.5	Premium
2806	4.37	0.635	4.0-4.5	Premium
2807	4.445	0.6858	4.0-4.5	Premium
2808	4.15	0.6858	4.0-4.5	Premium
2809	4.28	0.6604	4.0-4.5	Premium
2810	4.025	0.6604	4.0-4.5	Premium
2811	4.18	0.635	4.0-4.5	Premium
2812	4.14	0.635	4.0-4.5	Premium
2813	4.39	0.6604	4.0-4.5	Premium
2814	4.46	0.6604	4.0-4.5	Premium
2815	4.285	0.6604	4.0-4.5	Premium
2816	4.23	0.635	4.0-4.5	Premium
2817	4.265	0.6858	4.0-4.5	Premium
2818	4.43	0.635	4.0-4.5	Premium
2819	4.5	0.635	4.0-4.5	Premium
2820	4.14	0.635	4.0-4.5	Premium
2821	4.295	0.635	4.0-4.5	Premium
2822	4.22	0.635	4.0-4.5	Premium
2823	4.235	0.635	4.0-4.5	Premium
2824	4.49	0.6604	4.0-4.5	Premium
2825	4.185	0.6604	4.0-4.5	Premium
2826	4.445	0.635	4.0-4.5	Premium
2827	4.375	0.635	4.0-4.5	Premium
2828	4.42	0.6604	4.0-4.5	Premium
2829	4.305	0.5842	4.0-4.5	Premium
2830	4.07	0.635	4.0-4.5	Premium
2831	4.45	0.6604	4.0-4.5	Premium
2832	4.485	0.6858	4.0-4.5	Premium
2833	4.21	0.635	4.0-4.5	Premium
2834	4.46	0.6604	4.0-4.5	Premium
2835	4.23	0.6604	4.0-4.5	Premium
2836	4.035	0.635	4.0-4.5	Premium
2837	4.42	0.6604	4.0-4.5	Premium
2838	4.305	0.635	4.0-4.5	Premium
2839	4.16	0.6096	4.0-4.5	Premium
2840	4.23	0.7112	4.0-4.5	Premium
2841	4.37	0.6604	4.0-4.5	Premium
2842	4.075	0.6096	4.0-4.5	Premium
2843	4.25	0.635	4.0-4.5	Premium
2844	4.34	0.6604	4.0-4.5	Premium
2845	4.155	0.6604	4.0-4.5	Premium
2846	4.435	0.635	4.0-4.5	Premium
2847	4.44	0.6096	4.0-4.5	Premium
2848	4.125	0.635	4.0-4.5	Premium
2849	4.32	0.6096	4.0-4.5	Premium
2850	4.38	0.635	4.0-4.5	Premium
2851	4.33	0.635	4.0-4.5	Premium
2852	4.36	0.635	4.0-4.5	Premium
2853	4.035	0.635	4.0-4.5	Premium
2854	4.03	0.635	4.0-4.5	Premium
2855	4.305	0.635	4.0-4.5	Premium
